"","hour","starts","ends","high"
"1",1,73,95,1378
"2",2,57,64,1378
"3",3,21,29,1378
"4",4,15,9,1378
"5",5,93,45,1378
"6",6,222,87,1378
"7",7,366,435,1378
"8",8,917,786,1378
"9",9,809,597,1378
"10",10,520,515,1378
"11",11,428,538,1378
"12",12,536,600,1378
"13",13,607,749,1378
"14",14,590,735,1378
"15",15,706,740,1378
"16",16,946,976,1378
"17",17,1119,1378,1378
"18",18,985,1218,1378
"19",19,591,735,1378
"20",20,468,572,1378
"21",21,503,412,1378
"22",22,627,280,1378
"23",23,315,225,1378
"24",24,0,0,1378
